source_post_id,source_title,url
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/crea-riksteaternmarthas-wineyard-7/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/05/kopmannen-pa-marthas-vineyard-1-1.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/crea-riksteaternmarthas-wineyard-10/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/05/kopmannen-pa-marthas-vineyard-8-1.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/crea-riksteaternmarthas-wineyard-8/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/05/kopmannen-pa-marthas-vineyard-10-1.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/crea-riksteaternmarthas-wineyard-9/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/05/scen-1-1.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/05/scen-6.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/05/scen-15.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2026/01/611316880_10236020895094329_3863979971944137111_n.jpg?w=1024
6,Performing arts,https://youtu.be/vX30rJ1hNIc
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/midnattsbekannelser_2025_lr_foto_erik_warlegard-12-1080x787-1.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/midnattsbekannelser_2025_lr_foto_erik_warlegard-12-1080x787/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/midnattsbekannelser_2025_lr_foto_erik_warlegard-5-1080x720-1.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/midnattsbekannelser_2025_lr_foto_erik_warlegard-5-1080x720/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/midnattsbekannelser_2025_lr_foto_erik_warlegard-8-668x1080-1.jpg?w=633
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/midnattsbekannelser_2025_lr_foto_erik_warlegard-8-668x1080/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/midnattsbekannelser_2025_lr_foto_erik_warlegard-11-1080x720-1.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/midnattsbekannelser_2025_lr_foto_erik_warlegard-11-1080x720/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/midnattsbekannelser_2025_lr_foto_erik_warlegard-720x1080-1.jpg?w=683
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/midnattsbekannelser_2025_lr_foto_erik_warlegard-720x1080/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/andrea-poppar-ut_3.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/mammas-fiol-skrams.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/forfattarens-svara-gitarr-refrang.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/pennvassaren-circuit-bender_2.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/scen-5-eller-9-creepy-pasta.wav
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/a1685a83-1ae0-4778-9baf-01ad9dd05f26/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/12/a1685a83-1ae0-4778-9baf-01ad9dd05f26.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/12/a1685a83-1ae0-4778-9baf-01ad9dd05f26.jpg
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/6ee9099a-0e68-40ca-b8cf-df8a1b1b37a5/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/12/6ee9099a-0e68-40ca-b8cf-df8a1b1b37a5.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/12/6ee9099a-0e68-40ca-b8cf-df8a1b1b37a5.jpg
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/fullsizerender/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/12/fullsizerender.jpg?w=576
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/12/fullsizerender.jpg
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/533175968_1315172157284585_2147719845660315127_n.jpg?w=480
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-20-at-20.08.51.png?w=767
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-20-at-20-08-51/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-20-at-20.09.04.png?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-20-at-20-09-04/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-20-at-20.09.14.png?w=767
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-20-at-20-09-14/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-20-at-20.08.33-1.png?w=766
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-20-at-20-08-33-2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/sommarbeat.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/527753663_10235043102085726_1813004209785654037_n.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/f578cf_e10e76bb40604faf8bb5c45e64654598mv2-2.png?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/f578cf_e10e76bb40604faf8bb5c45e64654598mv2-3/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/f578cf_d250f2811e814fc298c44d9388b6fbdbmv2-2.png?w=681
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/f578cf_d250f2811e814fc298c44d9388b6fbdbmv2-3/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/f578cf_a165038e350248af83605130ecb3c5b6mv2.png?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/f578cf_a165038e350248af83605130ecb3c5b6mv2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/f578cf_f8edcfce9800451983028fec2e79a64emv2-2.png?w=681
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/f578cf_f8edcfce9800451983028fec2e79a64emv2-3/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/f578cf_0627440ffb3c40e781abec9fe037c4cdmv2-1.png?w=681
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/f578cf_0627440ffb3c40e781abec9fe037c4cdmv2-2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/walter-mane.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/fakkoff_3.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/06/korallrev-affisch-chatgpt.png?w=683
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/korallen-vaknar_alla.wav
6,Performing arts,https://www.youtube.com/watch?v=ofSF1_xffkU\u0026amp;ab_channel=Riksteatern
6,Performing arts,https://www.youtube.com/watch?v=ofSF1_xffkU&amp;ab_channel=Riksteatern
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/spoket-pa-canterville-7.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/spoket-pa-canterville-av-jenny-scholdt-olsen-efter-en-novell/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/spoket-pa-canterville-3.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/spoket-pa-canterville-av-jenny-scholdt-olsen-efter-en-novell-2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/spoket-pa-canterville-2.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/spoket-pa-canterville-av-jenny-scholdt-olsen-efter-en-novell-5/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/spoket-pa-canterville-11.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/spoket-pa-canterville-av-jenny-scholdt-olsen-efter-en-novell-3/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/spoket-pa-canterville-8.jpg?w=800
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/spoket-pa-canterville-av-jenny-scholdt-olsen-efter-en-novell-4/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/spoket-kommer-in-till-scen-7-162.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/hilda-tystnar-uppgivet-176-3.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/morkt-men-ljusnar-scen-13-302_3.wav
6,Performing arts,https://www.youtube.com/watch?v=ogqb6P641IA\u0026amp;t=261s\u0026amp;ab_channel=KatarinaRodopoulos
6,Performing arts,https://www.youtube.com/watch?v=ogqb6P641IA&amp;t=261s&amp;ab_channel=KatarinaRodopoulos
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/berget-faller.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/barnet-inom-oss.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/10.-barnet-ebb-flod_2.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-17-at-12.15.01.png?w=1024
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/12719_t.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/12719_t/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-17-at-12.21.09.png?w=799
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-17-at-12-21-09/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-17-at-12.20.06.png?w=753
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-17-at-12-20-06/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/screenshot-2025-11-17-at-12.31.16.png?w=860
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/screenshot-2025-11-17-at-12-31-16/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/walk-of-shame.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/walk-of-shame_2.wav
6,Performing arts,https://youtu.be/HDwLwWnD86I?si=Art7lRjrmxOAnycb
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/dsc06439.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/dsc06439/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/dsc06156.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/dsc06156/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/dsc05955.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/dsc05955/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/dsc06491.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/dsc06491/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/dsc06556.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/dsc06556/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/klumpig-karleksfull-gullig-outro_3.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/tyrolen-ett-vattenfall.-avslutas-_.inte-vara-sjukvardare-langre__2.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/havet-ar-stilla.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/som-anga.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/sackar-ihop-gyttja-sen-massivt-vatten_2.wav
6,Performing arts,https://youtu.be/8HWEf4QgZdY?si=vZkMwXSfBs45MC3Y
6,Performing arts,https://www.malmostadsteater.se/sites/default/files/styles/media_tablet_pro_1x/public/2023-10/Underdog_50x70.jpg?itok=xqvx5aHC
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/emp_mst_underdog_7953.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/emp_mst_underdog_7953/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/emp_mst_underdog_3758.jpg?w=647
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/emp_mst_underdog_3758/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/emp_mst_underdog_4428.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/emp_mst_underdog_4428/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/emp_mst_underdog_5058.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/emp_mst_underdog_5058/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/emp_mst_underdog_8025.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/emp_mst_underdog_8025/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/woman-kortare.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/3-malmo-piano.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/mopeden_3.wav
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/trettonde-aug-slowww_2.wav
6,Performing arts,https://cms.dramaten.se/media/wymbezog/konstab_sa-somienspegel_affischhemsida.jpg?width=643&amp;height=1000&amp;mode=crop
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/konstab_r1-04179-0002-1.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/konstab_r1-04179-0002-2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/insta4-1.jpg?w=919
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/insta4-2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/insta1-2.jpg?w=919
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/insta1-3/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/konstab_r1-04179-0020-1.jpg?w=1024
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/konstab_r1-04179-0020-2/
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/insta2.jpg?w=919
6,Performing arts,https://mariusvarhaugvik.com/marius-varhaugvik/insta2/
6,Performing arts,https://youtube.com/shorts/nTPJrBgSPKE?feature=share
6,Performing arts,https://youtu.be/Z90SL8cFKIE
6,Performing arts,https://vimeo.com/788711714
6,Performing arts,https://youtu.be/FcnAlMtTU3Y
6,Performing arts,https://mariusvarhaugvik.com/wp-content/uploads/2022/10/image-1.png?w=685
6,Performing arts,https://www.instagram.com/p/Cc9_w75vLVW
6,Performing arts,https://www.riksteatern.se/forestallningar/head-peace/
6,Performing arts,https://youtu.be/jTjYxX_o2FE
6,Performing arts,http://www.arabiskateatern.se/hjltinnor
6,Performing arts,https://mariusvarhaugvik.com/wp-content/uploads/2022/10/image.png?w=1024
6,Performing arts,https://tkt.kulturhusetstadsteatern.se/arkiv/arkiv_eve.php?id=5602
6,Performing arts,https://youtu.be/QwQxu5Fj-XU
6,Performing arts,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/32597013_1720578138020788_5004147253623914496_n.jpg?w=683
78,About,https://mariusvarhaugvik.com/about/img_5166/
78,About,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/img_5166.jpg?w=697
78,About,https://ambiens.studio/
78,About,https://www.dramaten.se/repertoar/konstabs-ingmar-bergmans-sasom-i-en-spegel
78,About,https://instagram.com/mariusmane
78,About,https://www.linkedin.com/in/marius-varhaugvik-518456206/
78,About,https://www.youtube.com/channel/UCl4_2DhKG_3434nKJM817mA
78,About,https://www.facebook.com/Marius.Varhaugvik/
94,Music,https://open.spotify.com/track/5wi9kwQGLylThrvuOiNTDz?si=29bcfb55215d4510
94,Music,https://open.spotify.com/album/0E3eAjRyQmb5FQGRNEpyBy?si=EGOkKCMeQgePRUhD3fKjZA
94,Music,https://mariusvarhaugvik.com/wp-content/uploads/2022/10/img_8003.jpg?w=695
94,Music,https://sverigesradio.se/avsnitt/marius-mane-ser-vikten-i-att-utveckla-sitt-skapande
94,Music,https://soundcloud.com/ttnotdb/marius-mane-hasselby-till-mariatorget-ttnotdb004?ref=clipboard\u0026amp;p=i\u0026amp;c=0\u0026amp;utm_source=clipboard\u0026amp;utm_medium=text\u0026amp;utm_campaign=social_sharing
94,Music,https://soundcloud.com/ttnotdb/marius-mane-hasselby-till-mariatorget-ttnotdb004?ref=clipboard&amp;p=i&amp;c=0&amp;utm_source=clipboard&amp;utm_medium=text&amp;utm_campaign=social_sharing
94,Music,https://www.oljud.blog/recensioner/20-minutes-of-marius
94,Music,https://www.youtube.com/playlist?list=PL1ntfXx-b2Mx9EUXN1oVeyhC9vlX0mCrH
94,Music,https://youtu.be/RmbSSTnbb4Q
94,Music,https://youtu.be/ZPCjcJdvcls
94,Music,https://youtu.be/3WzjqKpok1k
216,Motion graphics,https://youtube.com/shorts/DRGr5cJL6qI
216,Motion graphics,https://mariusvarhaugvik.wordpress.com/wp-content/uploads/2025/11/mv5by2vin2nkmjitmmexoc00n2vmltk0nwmtytg0zdjknwu0oge2xkeyxkfqcgc40._v1_fmjpg_ux1000_.jpg?w=705
216,Motion graphics,https://www.svtplay.se/video/31548598/2121-reckless
216,Motion graphics,https://youtu.be/SOTGPcLp28A
216,Motion graphics,https://youtu.be/4O3OHKC9plA
216,Motion graphics,https://youtu.be/dIkuioP1mNM
216,Motion graphics,https://youtu.be/z2bNiC9mff0
216,Motion graphics,https://youtu.be/ZaYoRDZlN4Y
216,Motion graphics,https://youtu.be/oEuV2x93AEU
216,Motion graphics,https://reiameril.itch.io/survivor
216,Motion graphics,https://youtu.be/j55Jr1I-vuM
245,Primary!,https://mariusvarhaugvik.com/music/
245,Primary!,https://mariusvarhaugvik.com/motion-graphics/
